Item_Identifier,Item_Weight,Item_Type,Item_MRP,Fat_Content,Outlet_Type,Item_Outlet_Sales
FDU14,17.75,1,248.275,3,1,998.7
FDU22,12.35,7,119.1124,1,1,3673.8844
NCV41,14.35,13,109.8228,2,1,2099.9332
FDY52,6.365,8,63.2536,,1,1225.072
DRG48,,2,143.9102,1,3,3062.0142
FDU01,,11,184.7924,1,3,4442.2176
NCP53,14.75,13,238.6906,2,1,4278.4308
FDC17,12.15,8,211.9928,1,1,631.1784
NCZ30,6.59,5,121.5098,2,1,602.549
FDK03,12.6,1,255.6356,3,1,2797.6916
FDE08,,4,149.8734,3,4,445.4202
NCM07,,14,83.9908,1,3,2348.9424
FDY35,,12,47.7402,1,3,1975.4286
FDS28,,8,59.2588,1,3,1374.2112
FDI56,7.325,4,92.7146,2,1,2006.7212
FDR23,,12,175.837,3,4,352.874
FDF29,15.1,8,130.531,1,1,908.817
FDA47,,6,164.121,1,3,6035.477
FDI10,8.51,7,172.9422,2,1,1379.5376
FDC45,,4,170.2106,3,4,171.1106
FDA27,20.35,1,257.2672,,1,2045.3376
NCR41,17.85,13,96.9094,1,2,1332.9316
FDR09,18.25,7,258.4962,1,2,2848.9582
NCB06,17.6,13,160.492,2,1,1278.336
FDE53,10.895,8,106.428,3,1,1491.392
DRE27,11.85,1,99.6726,,4,195.7452
NCA06,,5,35.919,1,3,585.904
FDL56,14.1,4,88.6198,1,2,1133.8574
FDT09,15.15,7,131.7284,3,1,1186.4556
DRH03,17.25,1,91.612,,4,93.212
NCQ53,17.6,13,237.059,1,2,2836.308
NCT18,14.6,5,179.6976,3,1,3621.952
FDL43,10.1,3,76.467,3,1,1761.041
FDJ53,10.5,8,119.2098,3,1,1325.6078
NCQ02,12.6,5,186.9556,3,1,3942.8676
NCJ05,18.7,13,153.6682,3,1,3506.7686
FDT40,5.985,8,127.1678,1,2,3560.6984
FDA48,12.1,6,221.4114,3,1,5099.3622
FDV37,13,11,196.0426,1,1,2570.6538
FDX07,19.2,4,181.695,,1,2563.33
DRG48,5.78,2,146.3102,,1,2187.153
FDF44,7.17,4,130.9968,3,1,2348.9424
FDS24,20.85,6,88.1514,3,1,1682.4766
NCQ50,18.75,5,215.7218,1,1,4274.436
FDT25,7.5,11,123.4072,2,1,3185.1872
FDO03,10.395,3,230.5352,,1,4580.704
FDJ55,12.8,3,223.5404,3,1,1800.3232
FDM36,11.65,6,170.4422,2,1,517.3266
FDM21,20.2,7,258.0646,,1,5668.6212
FDK58,11.35,7,103.0016,3,1,2125.2336
FDD26,8.71,11,186.5924,,4,555.2772
FDW57,8.31,7,177.3028,,1,1948.1308
FDT32,19,4,188.8214,,4,188.4214
FDT25,7.5,11,121.7072,,1,367.5216
NCB19,6.525,5,84.6882,3,1,601.2174
FDD05,,8,122.0098,3,4,361.5294
NCE54,,5,77.0354,1,3,2332.2974
FDO39,6.985,3,182.8608,1,1,4042.7376
NCV06,11.3,5,192.2478,,1,1356.2346
DRB13,6.115,2,189.053,,4,948.765
FDX51,9.5,3,194.2452,,4,782.9808
FDC38,15.7,11,134.2942,,1,1192.4478
FDD04,16,1,143.2154,3,1,1701.7848
FDC05,13.1,8,198.7768,1,2,3153.2288
DRJ59,,10,39.0164,1,3,1042.6428
FDL22,16.85,7,90.6488,,1,633.8416
DRH13,,2,107.628,3,4,213.056
FDV22,14.85,7,157.563,,4,312.926
FDP07,18.2,4,197.211,,1,3142.576
FDK27,11,3,119.1756,1,1,1696.4584
FDP31,21.1,4,64.9168,,1,639.168
NCI54,15.2,5,110.7912,,4,109.1912
DRK35,,10,37.7506,1,3,796.9626
NCO07,9.06,14,213.256,1,1,4687.232
FDN31,11.5,4,191.253,2,1,3036.048
NCO02,11.15,14,66.8142,3,1,2372.9112
FDQ26,13.5,1,57.2562,,1,770.3306
FDQ07,15.1,4,221.8456,3,1,663.1368
FDB49,8.3,6,98.2384,1,1,2167.8448
FDY44,14.15,4,196.411,1,1,2749.754
NCI54,,5,107.3912,1,3,3057.3536
FDV44,8.365,4,190.1188,3,1,1904.188
FDI48,11.85,6,53.0666,1,1,512.666
NCL05,19.6,13,42.277,3,1,605.878
FDT32,19,4,189.6214,1,1,2826.321
FDM10,18.25,7,212.9218,1,1,3846.9924
FDS21,19.85,7,63.5194,1,1,557.2746
FDD11,12.85,15,251.704,,1,3542.056
FDL04,,8,106.7622,1,3,2964.1416
FDO58,19.6,7,163.7526,1,2,2960.1468
FDQ08,15.7,4,60.5536,,1,490.0288
FDT28,13.3,8,151.3708,3,1,3611.2992
FDT22,10.395,7,59.022,1,2,1378.206
FDB58,10.5,7,143.7154,3,1,3119.9388
FDN45,19.35,7,224.8088,3,1,2013.3792
FDZ45,14.1,7,198.9084,2,1,4761.8016
FDJ38,8.6,11,188.753,3,1,7590.12
NCT06,17.1,5,166.4842,,1,1326.2736
FDU21,,7,32.8558,1,3,713.0718
NCP30,20.5,5,38.9822,1,1,982.055
FDR27,15.1,3,134.4942,1,1,2119.9072
FDW39,6.69,3,176.937,,1,4234.488
DRZ24,,2,121.044,1,3,2396.88
FDK21,7.905,7,250.7408,2,1,5757.8384
FDJ04,18,8,118.5124,3,1,1303.6364
FDZ13,7.84,11,50.835,,1,599.22
FDS16,15.15,8,144.676,,1,3954.852
FDD56,15.2,4,175.8054,,4,1050.6324
FDI57,19.85,16,197.2768,3,1,6503.5344
FDQ12,,6,231.601,1,3,5972.226
FDI56,7.325,4,91.3146,3,1,1641.8628
NCT42,5.88,5,148.4392,,1,2087.9488
FDM25,10.695,9,174.7712,3,1,3339.6528
DRB25,,2,106.0938,1,3,2787.0388
NCY30,20.25,5,179.5976,3,1,2535.3664
FDD44,8.05,4,257.0646,,1,8760.5964
FDK45,11.65,16,112.186,3,1,1018.674
FDN45,19.35,7,222.6088,,1,1789.6704
FDQ09,7.235,7,115.8834,3,1,1382.2008
FDC17,12.15,8,209.9928,3,1,5259.82
FDD45,8.615,4,94.1436,2,1,1512.6976
FDD41,6.765,8,105.0306,3,1,2090.612
FDU46,10.3,7,87.254,3,1,1211.756
FDO45,13.15,7,89.4856,,1,1230.3984
FDG41,8.84,8,109.5228,3,1,1657.842
DRC13,8.26,2,122.573,,1,739.038
FDX50,20.1,1,108.9228,1,2,1105.228
FDK56,9.695,4,185.1898,3,1,2619.2572
NCL18,18.85,5,194.6136,3,1,2721.7904
FDN57,18.25,7,140.9154,1,1,6381.693
FDX03,,3,44.4744,1,3,769.6648
NCU17,5.32,13,101.7674,2,1,1120.5414
FDL14,8.115,11,157.3972,3,1,1869.5664
NCU18,15.1,5,139.8496,3,1,1411.496
NCH43,8.42,5,215.9192,,1,1941.4728
FDH41,9,8,216.2534,3,1,4301.068
FDS28,8.18,8,57.3588,1,2,343.5528
FDG02,,11,191.4188,1,3,3998.7948
FDS40,15.35,8,36.719,,1,585.904
FDD10,20.6,7,177.0344,2,1,535.3032
DRQ35,9.3,10,124.4388,2,1,1609.9044
NCL05,19.6,13,42.877,1,1,649.155
FDJ48,11.3,6,247.8118,3,1,2223.1062
FDV21,,7,124.8704,1,3,2127.8968
FDJ26,15.3,11,215.5218,3,1,4060.7142
NCN05,8.235,13,184.495,,1,3844.995
FDK09,15.2,7,228.5352,3,1,1832.2816
FDM56,,4,110.9912,1,3,1310.2944
DRF25,9,2,37.019,,1,659.142
FDG14,9,11,150.9024,,1,4402.2696
FDZ31,15.35,4,190.8504,3,1,3643.2576
FDU21,,7,35.0558,3,4,33.9558
FDC57,20.1,4,193.382,3,1,4247.804
FDU46,10.3,7,87.854,,4,259.662
FDU22,12.35,7,118.7124,3,1,2607.2728
DRG23,8.88,10,152.5682,,1,1372.2138
FDR23,15.85,12,176.437,,4,529.311
FDI14,14.1,11,140.1496,1,2,846.8976
NCN42,20.25,5,148.6418,,1,2648.5524
NCM41,16.5,13,93.612,1,1,1584.604
FDT55,13.6,4,156.7946,3,1,3629.2758
DRY23,,2,42.9112,1,3,809.6128
FDL46,20.35,7,119.5466,,4,117.8466
FDQ57,7.275,7,145.076,3,1,1611.236
FDQ16,19.7,8,109.2912,3,1,2402.2064
FDZ52,,8,109.1886,1,3,4225.1668
FDL16,,8,47.106,3,4,139.818
NCX18,14.15,5,196.811,1,2,4517.453
FDM34,19,7,130.8626,1,2,1573.9512
FDG60,,6,234.5616,1,3,6796.4864
NCA06,20.5,5,37.119,1,2,842.237
DRD12,6.96,2,89.9146,3,1,1277.0044
FDP04,15.35,8,62.5168,1,2,447.4176
NCH30,17.1,5,114.586,,1,1584.604
FDS04,10.195,8,142.2838,,1,1685.8056
FDQ13,,11,82.9908,3,4,503.3448
FDU59,5.78,12,162.8552,1,1,3574.0144
DRG11,6.385,10,108.2596,,1,1186.4556
FDA36,,6,184.9924,1,3,3146.5708
FDA15,9.3,1,248.5092,3,1,6474.2392
FDZ03,13.65,1,188.024,,4,745.696
FDJ16,9.195,8,59.0246,3,1,1853.5872
FDZ12,9.17,6,141.747,1,1,3006.087
FDH09,12.6,16,53.2982,,1,736.3748
FDT13,14.85,11,188.7214,,1,3956.8494
FDU20,19.35,4,120.5098,,1,1807.647
DRH25,18.7,2,52.2324,3,1,467.3916
FDK26,5.46,11,187.624,,1,3542.056
FDU32,8.785,4,120.9414,3,1,1949.4624
FDI22,12.6,7,210.8612,,1,3344.9792
NCB54,8.76,13,127.3336,1,2,2684.5056
FDX46,12.3,7,58.7562,,1,592.562
NCC07,19.6,5,103.1964,2,1,736.3748
FDQ34,,7,105.5622,3,4,211.7244
FDM16,8.155,8,76.2354,1,2,1279.0018
FDJ55,,3,223.8404,1,3,7201.2928
DRI01,7.97,2,171.2422,,1,3103.9596
FDD50,18.85,11,167.6132,1,2,1522.0188
FDJ08,11.1,4,191.5846,,1,2101.9306
NCK18,9.6,5,164.6184,1,1,2972.1312
FDQ14,9.27,1,148.105,,4,149.805
FDS51,13.35,3,61.2194,3,1,433.4358
FDA04,11.3,8,260.8962,3,1,4920.9278
FDP10,19,7,107.6622,,1,1164.4842
FDT36,12.3,6,35.6874,,1,846.8976
FDH38,6.425,11,118.3808,,1,2812.3392
FDC16,11.5,1,84.954,1,2,865.54
FDF17,5.19,8,195.911,1,1,2946.165
FDU23,12.15,12,163.5184,2,1,3137.2496
FDB34,15.25,7,86.6198,1,1,1657.1762
FDW26,11.8,1,221.6772,2,1,3113.2808
FDP45,15.7,7,253.4724,,1,1510.0344
FDD38,16.75,11,103.5674,3,1,1629.8784
FDM60,10.8,6,42.2138,1,1,690.4346
FDW26,11.8,1,220.3772,3,1,4447.544
FDV51,,3,166.1842,1,3,5470.8786
FDT33,7.81,7,168.7158,1,1,2673.8528
FDQ40,11.1,8,177.2712,3,1,3339.6528
FDX40,12.85,8,38.3164,3,1,502.0132
FDU31,10.5,4,216.7508,3,1,3038.7112
DRJ01,6.135,2,161.0236,3,1,1288.9888
FDP11,,12,216.9166,1,3,4354.332
NCN43,,14,125.173,1,3,3202.498
FDA15,9.3,1,249.6092,1,2,5976.2208
FDO04,16.6,8,54.6614,,1,884.1824
NCF43,8.51,5,142.947,3,1,3006.087
NCI17,8.645,13,95.441,,1,3282.394
FDY47,8.6,12,128.831,2,1,1038.648
FDF20,,4,196.4768,1,3,6306.4576
NCS53,14.5,13,158.4604,3,1,2693.8268
FDK38,6.65,11,149.5734,1,1,2524.0478
FDW43,20.1,4,225.9036,2,1,3643.2576
FDV57,15.25,7,179.266,3,1,1438.128
FDX26,17.7,1,182.3292,,1,4195.8716
FDR04,7.075,8,97.3068,3,1,1263.6884
FDP19,11.5,4,129.3652,2,1,2066.6432
FDT07,5.82,4,254.533,,1,1281.665
DRB24,8.785,2,155.1656,1,1,4016.1056
FDB36,5.465,6,129.1626,3,1,3672.5528
NCE07,,5,140.9154,1,3,2127.231
FDI16,,8,52.564,1,3,2290.352
FDP45,15.7,7,252.2724,3,1,1258.362
NCC43,7.39,5,251.9066,2,1,4267.1122
FDQ23,,12,102.9332,3,4,102.5332
FDW24,6.8,6,48.6034,3,1,291.6204
FDW09,,7,80.2302,1,3,2139.2154
FDN10,11.5,7,120.2124,3,1,1540.6612
FDE23,17.6,15,45.606,3,1,1724.422
FDV16,7.75,8,34.9558,3,1,645.1602
FDF12,,6,148.6076,1,3,3990.8052
FDN21,18.6,7,161.8236,1,1,1611.236
DRC25,5.73,2,86.0882,3,1,1116.5466
NCP18,12.15,5,149.0708,1,1,1203.7664
FDW60,5.44,6,174.637,2,1,2999.429
FDY04,17.7,8,165.021,,1,3425.541
NCJ31,,14,240.6196,1,3,4579.3724
DRN47,12.1,10,180.666,2,1,4134.618
FDU13,8.355,11,145.6418,2,1,3384.2614
FDT39,6.26,3,151.1366,,4,453.4098
NCQ18,15.75,5,101.37,2,1,2097.27
FDV25,5.905,11,221.5456,2,1,6852.4136
NCE30,16,5,210.3902,3,1,1486.7314
NCN42,20.25,5,148.9418,3,1,3531.4032
FDW25,5.175,11,83.4224,1,1,1448.7808
FDS49,9,11,77.2644,2,1,1335.5948
FDN34,15.6,7,168.2132,1,1,2367.5848
FDS45,5.175,7,107.7622,1,2,2011.3818
NCL53,,13,175.4028,1,3,6729.9064
FDT38,18.7,1,83.3566,1,1,1860.2452
NCX06,17.6,5,182.6976,3,1,3440.8544
NCY17,18.2,13,43.5086,2,1,1070.6064
NCO18,13.15,5,179.5686,3,1,1422.1488
FDY47,8.6,12,130.231,,4,129.831
FDF57,,4,168.6448,1,3,3408.896
FDS26,20.35,1,262.1594,1,1,3139.9128
NCL17,7.39,13,140.6812,3,1,3704.5112
NCB18,19.6,5,88.7514,1,1,2656.542
FDA50,16.25,1,95.441,,4,193.082
DRE13,6.28,2,86.5198,1,1,1395.5168
DRE60,9.395,2,226.072,2,1,3621.952
FDB20,7.72,4,79.1986,,1,778.986
NCS18,12.65,5,106.4938,2,1,2465.4574
FDH19,,3,175.1738,3,4,347.5476
FDS47,16.75,12,88.7856,,1,966.7416
FDC09,15.5,4,102.3332,2,1,922.7988
DRG23,8.88,10,153.3682,1,1,1219.7456
FDU34,18.25,7,126.3046,,1,747.0276
FDZ40,8.935,8,52.9298,,1,539.298
NCE30,16,5,210.7902,3,1,4460.1942
FDA44,19.7,4,55.093,1,2,1018.674
FDB32,20.6,4,93.9778,3,1,2816.334
NCO06,19.25,5,32.4558,3,1,101.8674
FDY44,14.15,4,198.311,3,1,2553.343
FDG10,6.63,7,58.2588,,1,343.5528
FDF38,11.8,11,39.6138,3,1,365.5242
FDW59,,12,85.9566,3,4,169.1132
FDP34,12.85,7,155.563,3,1,4224.501
FDZ26,11.6,1,239.8222,,1,4063.3774
FDH17,,8,97.0726,3,4,293.6178
FDU44,12.15,4,161.0552,,1,3411.5592
FDS23,4.635,12,128.2994,1,1,2698.4874
DRE03,19.6,1,48.5718,1,2,425.4462
FDY57,20.2,7,95.0752,,1,2588.6304
FDH50,,11,185.2266,1,3,5901.6512
DRY23,9.395,2,44.6112,3,1,511.3344
FDT27,11.395,3,232.8616,3,1,2812.3392
FDB38,19.5,11,158.792,1,2,2556.672
FDY16,18.35,8,184.4266,3,1,3504.1054
FDG33,5.365,16,173.4764,,4,171.7764
FDN04,11.8,8,180.4344,1,2,535.3032
FDJ48,11.3,6,247.5118,,1,2470.118
NCC07,19.6,5,104.0964,,1,525.982
FDI35,14,15,182.0634,1,1,4544.085
DRH49,19.7,2,84.3592,3,1,743.0328
FDY51,12.5,3,220.0798,3,1,4848.3556
NCG07,12.3,5,191.253,,1,2656.542
FDA22,7.435,15,165.2158,3,1,2840.9686
FDA33,6.48,7,146.9076,3,1,2956.152
FDV03,17.6,3,154.6314,2,1,1861.5768
FDP27,8.155,3,188.453,,1,4364.319
FDZ20,16.1,4,253.4356,1,1,2797.6916
FDR56,15.5,4,199.0768,1,1,2759.0752
NCV41,,13,109.3228,1,3,2431.5016
FDU11,4.785,12,121.0098,3,1,2530.7058
NCB30,14.6,5,197.1084,1,1,4761.8016
FDX23,6.445,6,95.4436,1,2,1229.0668
FDY24,4.88,6,55.0298,2,1,647.1576
FDZ37,8.1,11,88.5198,2,1,261.6594
FDL10,8.395,7,97.9042,3,1,1686.4714
NCE18,10,5,250.175,3,1,2996.1
FDY60,,6,143.8128,1,3,4458.1968
FDT24,12.35,6,77.1328,2,1,2239.7512
NCV06,11.3,5,192.4478,3,1,2712.4692
FDP51,,3,119.6124,3,4,592.562
FDU49,19.5,11,85.754,3,1,2163.85
FDQ16,19.7,8,110.3912,1,1,3275.736
FDV16,7.75,8,32.6558,2,1,679.116
FDL36,15.1,6,88.483,1,2,988.713
FDE09,,4,111.5228,1,3,1768.3648
NCV54,11.1,5,116.6124,3,1,1540.6612
FDH27,7.075,1,142.0128,,1,2588.6304
FDF33,7.97,16,108.4596,3,1,3020.0688
NCP18,12.15,5,151.0708,3,1,2858.9452
FDZ45,14.1,7,200.4084,1,2,3968.168
FDU25,,11,56.2246,1,3,1737.738
FDQ40,11.1,8,175.8712,,4,175.7712
DRD25,,2,111.686,3,4,452.744
FDJ57,7.42,16,186.5582,,4,185.7582
FDT43,16.35,4,52.1324,1,1,934.7832
FDH44,19.1,4,146.8418,1,1,1765.7016
FDR31,,4,143.8102,3,4,291.6204
FDQ27,5.19,3,102.899,1,2,1651.184
DRK13,11.8,2,200.2084,1,1,4563.3932
FDB04,11.35,1,87.9856,3,1,1494.0552
NCI54,15.2,5,109.6912,,1,1419.4856
FDP19,11.5,4,128.8652,,1,1291.652
FDB37,20.25,6,240.8538,3,1,7931.6754
NCR05,10.1,13,196.5084,2,1,595.2252
FDZ15,13.1,1,120.1782,,1,2026.0294
NCQ29,12,13,259.5278,3,1,2603.278
FDL04,19,8,106.5622,3,1,2117.244
DRH49,19.7,2,83.8592,1,2,247.6776
FDT07,,4,256.133,3,4,256.333
NCI55,18.6,5,120.9414,,1,2680.5108
FDP19,11.5,4,129.0652,3,1,3487.4604
FDV45,16.75,7,187.9556,,1,2816.334
FDG26,18.85,11,254.433,1,2,2050.664
DRJ01,6.135,2,161.5236,3,1,1288.9888
FDD14,20.7,11,184.4266,3,1,3688.532
DRH37,17.6,2,165.4526,3,1,1644.526
NCD18,16,5,228.3668,2,1,5298.4364
NCE55,8.92,5,176.837,,1,2117.244
NCQ43,17.75,14,108.8912,,1,327.5736
FDC41,15.6,8,78.167,3,1,1837.608
DRL01,,2,232.9958,3,4,934.7832
FDX48,17.75,6,154.6656,,4,308.9312
DRC25,5.73,2,85.5882,,4,171.7764
DRF48,5.73,2,188.1898,,1,1496.7184
FDT34,9.3,7,106.7964,1,2,525.982
NCB43,20.2,5,187.6898,3,1,3928.8858
FDG44,,4,55.7298,3,4,161.7894
FDD35,12.15,15,119.244,3,1,2636.568
FDC02,21.35,11,260.4278,2,1,3644.5892
FDU51,20.2,3,175.5028,1,2,6729.9064
NCC19,6.57,5,193.982,3,1,2316.984
FDJ60,19.35,6,166.9184,3,1,3302.368
NCI29,8.6,13,143.2154,3,1,2127.231
NCF43,8.51,5,142.247,2,1,2862.94
FDY08,,4,141.5838,1,3,3231.1274
FDD17,7.5,8,237.1906,,4,237.6906
FDK41,14.3,8,86.0224,3,1,1022.6688
DRN59,15,10,45.506,,1,466.06
FDR60,14.3,6,75.7328,2,1,617.8624
DRO47,10.195,10,112.486,,4,113.186
FDF26,6.825,11,154.9998,3,1,3075.996
FDQ12,12.65,6,231.401,3,1,2067.309
NCO29,11.15,13,164.0526,3,1,4769.1254
DRF03,19.1,1,42.4138,1,1,243.6828
FDU48,18.85,6,131.4284,,4,263.6568
DRE03,19.6,1,45.5718,3,1,945.436
FDX55,15.1,4,217.3166,,1,1306.2996
FDP38,,11,51.6008,1,3,1821.6288
FDZ19,6.425,4,175.5712,,1,1230.3984
NCU54,8.88,5,209.627,,1,1887.543
FDY36,12.3,6,73.738,3,1,1318.284
FDL16,12.85,8,46.406,1,2,186.424
FDW31,11.35,4,197.9742,2,1,995.371
DRK49,,2,40.9138,1,3,1380.8692
FDC08,19,4,228.372,1,1,905.488
FDO56,10.195,4,115.5808,3,1,1874.8928
NCV53,8.27,13,238.088,,1,6231.888
FDA35,14.85,6,124.1072,,1,1837.608
FDL40,,8,98.241,3,4,289.623
FDJ04,18,8,117.2124,1,1,2133.2232
FDA31,7.1,4,172.108,1,2,2250.404
FDX24,8.355,6,94.0462,,1,1480.7392
FDQ59,9.8,12,84.6908,3,1,503.3448
FDF45,18.2,4,60.0904,,1,1113.2176
FDH05,,8,229.7984,1,3,6024.1584
NCZ54,14.65,5,161.9552,3,1,4711.2008
FDW01,,11,154.4682,3,4,152.4682
FDX36,9.695,6,224.0404,1,2,5851.0504
NCO55,,14,106.6938,1,3,2251.0698
FDL13,13.85,9,233.83,,1,2796.36
FDV16,7.75,8,35.7558,1,1,611.2044
FDN04,11.8,8,178.5344,,1,3390.2536
NCH06,12.3,5,247.146,1,2,492.692
FDA40,16,8,88.9856,2,1,1669.8264
NCS05,11.5,13,131.3942,1,1,927.4594
FDM15,,3,151.8366,1,3,6196.6006
FDK04,7.36,8,56.3588,,1,744.3644
FDI58,7.64,7,91.212,2,1,466.06
FDB33,17.75,4,158.1262,2,1,4137.2812
FDJ45,17.75,16,34.8216,1,1,207.7296
NCO05,7.27,13,100.5384,3,1,2463.46
NCE31,7.67,5,33.2216,,4,138.4864
FDQ49,20.2,9,157.663,3,1,1095.241
FDL34,16,7,143.1496,3,1,2258.3936
FDV07,9.5,4,111.1228,1,1,663.1368
FDX19,19.1,4,233.8958,,1,2103.2622
FDO48,15,6,219.8456,3,1,4863.0032
FDK40,7.035,8,262.691,2,1,6048.793
FDY19,19.75,4,117.2466,1,1,2239.0854
FDS16,,8,145.276,1,3,5273.136
FDS02,,1,196.4794,1,3,5852.382
FDM51,11.8,3,102.5674,,1,1629.8784
FDW02,,1,126.2704,3,4,250.3408
FDS31,,4,178.5318,3,4,180.4318
DRF03,19.1,1,40.3138,1,2,527.9794
FDT55,13.6,4,156.7946,2,1,2840.3028
FDW21,5.34,7,99.5358,3,1,1407.5012
FDP07,18.2,4,197.111,2,1,589.233
NCZ17,12.15,13,38.6506,3,1,796.9626
NCV41,14.35,13,109.8228,,1,1657.842
FDP60,17.35,6,99.2016,1,1,1518.024
FDG58,10.695,7,156.8972,,4,467.3916
FDI60,7.22,6,62.351,1,1,885.514
FDI20,19.1,4,209.2586,3,1,3165.879
DRC13,8.26,2,124.673,,1,1847.595
DRA24,,2,163.2868,3,4,491.3604
FDW52,14,8,164.2526,2,1,1808.9786
FDN38,6.615,11,251.8408,1,2,4506.1344
DRI49,14.15,2,82.9276,,1,1705.7796
FDW26,11.8,1,221.1772,,1,3113.2808
FDA28,,8,125.7362,1,3,3020.0688
FDZ52,19.2,8,112.6886,,1,1779.0176
FDU39,18.85,3,58.1562,,1,1185.124
FDR25,17,11,265.1884,1,2,6359.7216
FDM44,12.5,4,102.899,,1,2167.179
FDA50,,1,98.141,1,3,1737.738
FDJ38,8.6,11,189.753,1,2,2846.295
DRM47,9.3,10,192.9846,3,1,6114.7072
NCO05,7.27,13,98.4384,1,1,1576.6144
FDU21,11.8,7,34.9558,1,1,373.5138
FDF32,16.35,4,198.5426,3,1,1384.1982
FDM27,,3,156.3946,3,4,473.3838
FDL33,,7,194.4452,1,3,4697.8848
FDO60,20,6,43.7086,3,1,892.172
NCJ30,5.82,5,169.379,2,1,2376.906
NCI42,18.75,5,208.3954,2,1,2709.1402
FDU37,9.5,11,77.896,3,1,1997.4
FDV08,,4,43.5454,1,3,755.0172
NCA29,10.5,5,171.6106,3,1,2566.659
FDD16,20.5,8,72.9696,3,1,596.5568
FDB35,12.3,15,92.5804,,1,2297.01
FDS31,13.1,4,180.3318,1,2,2886.9088
NCA53,11.395,13,47.2034,,1,340.2238
NCD19,8.93,5,56.4614,,1,828.921
FDP07,18.2,4,195.111,3,1,3731.809
FDA44,19.7,4,55.993,2,1,905.488
FDI14,14.1,11,140.0496,3,1,1411.496
NCE31,7.67,5,35.4216,,1,173.108
FDJ14,,11,78.896,3,4,399.48
FDY44,14.15,4,195.111,1,2,982.055
FDZ26,11.6,1,239.6222,3,1,2390.222
FDG26,18.85,11,257.633,,1,5382.993
FDN34,15.6,7,169.2132,,1,2536.698
DRG11,6.385,10,109.0596,1,2,1941.4728
FDH20,16.1,4,97.141,1,2,1448.115
FDX09,9,7,178.137,1,2,1058.622
FDS09,,7,51.3008,1,3,759.012
NCJ43,6.635,5,174.0396,,1,2093.2752
NCR05,,13,199.6084,1,3,7142.7024
DRE49,20.75,2,151.1024,2,1,2428.8384
FDZ59,6.63,6,166.15,1,1,3828.35
NCH43,8.42,5,217.4192,1,2,431.4384
FDP03,5.15,3,125.6388,1,1,1733.7432
DRC01,,2,48.4692,1,3,1034.6532
FDX28,,8,100.7042,1,3,3174.5344
FDI19,15.1,3,243.1512,3,1,4604.6728
FDW15,15.35,3,149.7734,3,1,2820.9946
NCX18,,5,194.911,3,4,196.411
FDF20,12.85,4,196.5768,1,1,5715.2272
FDN57,,7,141.2154,1,3,3119.9388
NCM06,7.475,5,156.4656,3,1,2471.4496
NCV53,8.27,13,238.188,1,2,3835.008
FDO20,12.85,4,254.0382,1,1,1261.691
FDV44,8.365,4,191.3188,2,1,2285.0256
FDJ56,8.985,4,101.77,,1,798.96
NCB18,19.6,5,87.0514,3,1,2125.2336
FDZ20,16.1,4,253.7356,,4,508.6712
NCR50,20.2,5,151.634,3,1,1990.742
FDL24,10.3,6,170.9422,3,1,3103.9596
FDU38,10.8,1,191.4504,,4,575.2512
DRB48,16.75,2,40.9822,,4,157.1288
FDS27,,3,194.711,3,4,196.411
FDR43,18.2,4,38.419,1,1,805.618
FDI12,9.395,6,86.8856,,1,2548.6824
FDU08,,4,99.7042,1,3,3868.9638
FDT56,,4,58.0246,1,3,2143.2102
DRD15,,1,233.1642,3,4,697.0926
FDK26,5.46,11,185.224,1,2,2423.512
DRJ13,12.65,2,159.2578,,1,2406.867
FDP44,16.5,4,101.3332,3,1,1537.998
FDV40,17.35,8,73.6038,2,1,739.038
FDN28,5.88,8,101.399,3,1,2063.98
FDY13,12.1,11,74.767,,1,1454.773
NCM17,7.93,13,42.7086,3,1,356.8688
DRE48,8.43,2,196.8768,3,1,3350.3056
FDA57,,7,39.548,1,3,1358.232
NCX18,14.15,5,197.111,1,1,3731.809
DRK13,,2,197.0084,1,3,3372.9428
FDL57,,7,257.7304,3,4,774.9912
FDR27,15.1,3,131.3942,,4,397.4826
FDB52,17.75,1,257.2672,1,1,3068.0064
FDQ10,12.85,7,171.6422,1,2,3276.4018
FDY60,10.5,6,143.9128,,4,143.8128
FDH33,,7,44.1428,1,3,1362.2268
FDG56,,4,60.5536,1,3,2143.876
FDS07,12.35,4,112.2518,2,1,1366.2216
FDZ13,7.84,11,51.335,,1,1198.44
FDO31,6.76,4,78.396,2,1,1757.712
DRD49,9.895,2,236.8564,,1,4767.128
FDW12,8.315,6,146.6444,1,1,870.8664
FDP57,17.5,7,103.699,1,2,1031.99
FDO21,11.6,7,223.0404,2,1,2025.3636
NCY18,7.285,5,173.2054,3,1,4902.9512
NCR30,20.6,5,75.0696,,4,149.1392
FDZ20,16.1,4,255.7356,,1,2543.356
NCK17,11,13,40.948,,1,479.376
FDX26,17.7,1,180.6292,3,1,3101.2964
FDR24,17.35,6,90.883,3,1,1707.777
FDQ22,,7,40.9822,1,3,864.2084
FDP07,18.2,4,194.711,1,2,4910.275
FDV04,7.825,8,155.2288,1,1,1257.0304
FDL48,19.35,6,48.5034,1,1,243.017
FDE16,8.895,8,210.3954,1,2,5001.4896
NCK42,7.475,5,217.4192,,1,4314.384
FDJ53,10.5,8,121.3098,3,1,843.5686
FDH58,12.3,7,115.9834,2,1,2073.3012
FDD46,6.035,7,155.0998,1,1,1230.3984
